longitude,latitude,species_code,detections,recordings,location
-137.08186,60.45128,GCSP,4,3,YTHEMP-RUR-265140-H4A
-137.09647,60.44474,GCSP,9,7,YTHEMP-RUR-265140-T1
-137.10564,60.44765,GCSP,1,1,YTHEMP-RUR-265140-T2
-135.971216,60.873745,GCSP,5,3,YTHEMP-YSL-272275-D5
-137.085535,60.447143,GCSP,1,1,YTHEMP-RUR-265140-S4A
-134.64493,60.045,GCSP,29,12,YTHEMP-YSH-242678-T4
-137.101955,60.444657,GCSP,1,1,YTHEMP-RUR-265140-T4
-137.107999,60.444786,GCSP,1,1,YTHEMP-RUR-265140-T5
-135.971216,60.873745,GCSP,2,2,YTHEMP-YSL-272275-S4
-135.982237,60.873449,GCSP,12,5,YTHEMP-YSL-272275-S5
-135.027872,60.22617,GCSP,1,1,YTHEMP-YSH-248917-S6
-135.127496,60.20534,GCSP,10,6,YTHEMP-YSH-248916-S4
-135.127272,60.202645,GCSP,20,6,YTHEMP-YSH-248916-S5
-134.742415,60.461312,GCSP,2,1,YTHEMP-YSL-254641-T6
-134.614686,60.050077,GCSP,3,2,YTHEMP-BMP-242114-S7
-134.619193,60.047489,GCSP,4,3,YTHEMP-BMP-242114-S8
-134.635717,60.047263,GCSP,9,4,YTHEMP-BMP-242114-T5
-135.538459,60.793096,GCSP,3,3,YTHEMP-YSL-268122-S2
-135.551463,60.785436,GCSP,8,4,YTHEMP-YSL-266936-T7
-135.554534,60.779378,GCSP,9,6,YTHEMP-YSL-266936-T8
-135.548766,60.787811,GCSP,8,5,YTHEMP-YSL-266936-T10
-133.116785,60.605659,HOLA,2,1,EG-CANOL-A6
-134.678184,60.214673,HOLA,2,2,EG-CARIB-A1
-136.415094,59.543631,HOLA,1,1,EG-GLAVE-A3
-136.531453,59.694553,HOLA,3,3,EG-KUSAW-A7
-133.122035,60.604766,HOLA,1,1,EG-CANOL-A7
-134.677557,60.217423,HOLA,3,2,EG-CARIB-A2
-136.531421,59.698535,HOLA,2,1,EG-KUSAW-A4
-136.541936,59.695466,HOLA,1,1,EG-KUSAW-A5
-136.739385,59.9493,HOLA,1,1,EG-PARTO-A6
-137.088856,60.426646,HOLA,1,1,EG-ROCK-A1
-137.095208,60.426073,HOLA,2,1,EG-ROCK-A2
-134.77036,60.477124,HOLA,2,1,EG-LORNE-A7
-137.08518,60.44842,HOLA,1,1,YTHEMP-RUR-265140-H3
-137.09059,60.44871,HOLA,2,2,YTHEMP-RUR-265140-S5
-136.91663,60.8754,HOLA,4,3,YTHEMP-RUR-276468-T1
-136.91873,60.87285,HOLA,5,4,YTHEMP-RUR-276468-T2
-136.92328,60.87452,HOLA,5,4,YTHEMP-RUR-276468-T3
-136.92928,60.87483,HOLA,7,4,YTHEMP-RUR-276468-T4
-138.586714,61.023024,HOLA,1,1,YTHEMP-SEM-288569-S1
-138.58052,61.02552,HOLA,2,2,YTHEMP-SEM-288569-T1
-134.65589,60.0456,HOLA,19,13,YTHEMP-YSH-242678-T2
-134.61755,60.05494,HOLA,1,1,YTHEMP-YSH-243244-S4
-134.62287,60.05582,HOLA,2,2,YTHEMP-YSH-243244-S5
-135.14116,60.2117,HOLA,4,4,YTHEMP-YSH-248916-T1
-135.14953,60.20787,HOLA,4,4,YTHEMP-YSH-248916-T2
-135.143462,60.202309,HOLA,10,9,YTHEMP-YSH-248916-T3
-135.064911,60.233607,HOLA,17,10,YTHEMP-YSH-249486-T1
-135.04609,60.22708,HOLA,11,8,YTHEMP-YSH-249486-T3
-134.700055,60.243445,HOLA,1,1,YTHEMP-YSL-248350-S2
-134.70434,60.251,HOLA,1,1,YTHEMP-YSL-248350-T3
-134.706212,60.25413,HOLA,1,1,YTHEMP-YSL-248919-T1
-134.706401,60.256825,HOLA,7,4,YTHEMP-YSL-248919-T2
-134.70807,60.25956,HOLA,6,4,YTHEMP-YSL-248919-T4
-134.74318,60.45095,HOLA,1,1,YTHEMP-YSL-254641-S2
-134.73916,60.45613,HOLA,1,1,YTHEMP-YSL-254641-T3
-135.0445,60.555394,HOLA,4,3,YTHEMP-YSL-258111-T2
-135.049958,60.555286,HOLA,12,9,YTHEMP-YSL-258111-T4
-135.050617,60.563366,HOLA,1,1,YTHEMP-YSL-259270-T1
-135.27908,60.61664,HOLA,1,1,YTHEMP-YSL-261023-S7
-135.050397,60.560673,HOLA,7,6,YTHEMP-YSL-259270-T3
-135.52419,60.76116,HOLA,7,6,YTHEMP-YSL-266936-T1
-135.53969,60.76737,HOLA,4,4,YTHEMP-YSL-266936-T2
-135.552167,60.770977,HOLA,4,3,YTHEMP-YSL-266936-T3
-135.54062,60.76579,HOLA,4,3,YTHEMP-YSL-266936-T4
-135.51877,60.76176,HOLA,8,7,YTHEMP-YSL-266936-T5
-135.987443,60.870611,HOLA,11,9,YTHEMP-YSL-272275-T1
-135.987747,60.873301,HOLA,13,9,YTHEMP-YSL-272275-T2
-135.993561,60.875843,HOLA,5,4,YTHEMP-YSL-272275-T5
-134.65038,60.04548,HOLA,8,6,YTHEMP-YSH-242678-T1
-135.132893,60.205228,HOLA,2,2,YTHEMP-YSH-248916-S1
-135.14796,60.20015,HOLA,5,5,YTHEMP-YSH-248916-T5
-135.14667,60.21092,HOLA,11,8,YTHEMP-YSH-248916-T6
-135.053236,60.223048,HOLA,10,10,YTHEMP-YSH-249486-T4
-135.993865,60.878534,HOLA,8,7,YTHEMP-YSL-272275-T3
-135.993257,60.873153,HOLA,14,8,YTHEMP-YSL-272275-T4
-135.1426,60.199231,HOLA,2,2,YTHEMP-YSH-248916-S3
-135.05421,60.55351,HOLA,6,6,YTHEMP-YSL-258111-T5
-135.5384,60.76456,HOLA,4,2,YTHEMP-YSL-266936-T4A
-134.63919,60.04538,HOLA,3,2,YTHEMP-BMP-242114-T3
-138.56537,61.02611,HOLA,2,2,YTHEMP-SEM-288569-T2
-138.55888,61.02575,HOLA,5,5,YTHEMP-SEM-288569-T3
-138.56729,61.02359,HOLA,6,5,YTHEMP-SEM-288569-T4
-138.57347,61.02391,HOLA,5,5,YTHEMP-SEM-288569-T5
-135.059072,60.228328,HOLA,5,5,YTHEMP-YSH-249486-D4
-135.047618,60.220462,HOLA,7,5,YTHEMP-YSH-249486-T2
-135.529928,60.768802,HOLA,2,2,YTHEMP-YSL-266936-D9
-134.73641,60.46164,HOLA,1,1,YTHEMP-YSL-254641-T1
-134.73858,60.45908,HOLA,2,2,YTHEMP-YSL-254641-T2
-136.94393,60.87858,HOLA,6,6,YTHEMP-YSL-277072-S4
-136.91663,60.8754,HOLA,8,6,YTHEMP-YSL-276468-T1
-136.91873,60.87285,HOLA,6,5,YTHEMP-YSL-276468-T2
-136.92328,60.87452,HOLA,10,6,YTHEMP-YSL-276468-T3
-136.92928,60.87483,HOLA,25,12,YTHEMP-YSL-276468-T4
-136.929822,60.877604,HOLA,17,9,YTHEMP-YSL-276468-T5
-137.112326,60.447443,HOLA,1,1,YTHEMP-RUR-265140-D3
-134.64493,60.045,HOLA,2,2,YTHEMP-YSH-242678-T4
-137.101955,60.444657,HOLA,2,2,YTHEMP-RUR-265140-T4
-137.107999,60.444786,HOLA,1,1,YTHEMP-RUR-265140-T5
-137.113692,60.446223,HOLA,1,1,YTHEMP-RUR-265140-T6
-135.982237,60.873449,HOLA,1,1,YTHEMP-YSL-272275-S5
-135.059072,60.228328,HOLA,7,5,YTHEMP-YSH-249486-T5
-134.635717,60.047263,HOLA,1,1,YTHEMP-BMP-242114-T5
-135.548766,60.787811,HOLA,1,1,YTHEMP-YSL-266936-T10
-134.691547,60.218051,TOSO,2,2,EG-CARIB-S2
-139.677804,61.683141,TOSO,1,1,EG-DANE-A2
-133.122035,60.604766,TOSO,1,1,EG-CANOL-A7
-134.694722,60.214195,TOSO,3,2,EG-CARIB-S3
-139.679624,61.677816,TOSO,1,1,EG-DANE-A4
-139.689529,61.670149,TOSO,1,1,EG-DANE-B6
-139.686097,61.673659,TOSO,1,1,EG-DANE-S4
-139.685006,61.678976,TOSO,1,1,EG-DANE-S6
-134.784561,60.480385,TOSO,3,3,EG-LORNE-A2
-139.427752,61.463448,TOSO,1,1,EG-QUILL-A10
-139.432086,61.458604,TOSO,2,2,EG-QUILL-A7
-139.422206,61.456052,TOSO,2,2,EG-QUILL-A9
-134.703465,60.212692,TOSO,2,2,EG-CARIB-B3
-137.08173,60.45179,TOSO,2,1,YTHEMP-RUR-265140-S7A
-137.080536,60.453992,TOSO,3,3,YTHEMP-RUR-265140-H1
-137.08044,60.4509,TOSO,3,3,YTHEMP-RUR-265140-H2
-137.096038,60.44803,TOSO,5,5,YTHEMP-RUR-265140-S2
-137.09141,60.44586,TOSO,8,8,YTHEMP-RUR-265140-S3
-137.09059,60.44871,TOSO,4,4,YTHEMP-RUR-265140-S5
-137.08592,60.45008,TOSO,9,9,YTHEMP-RUR-265140-S6
-136.91873,60.87285,TOSO,1,1,YTHEMP-RUR-276468-T2
-138.59036,61.01519,TOSO,13,10,YTHEMP-SEM-288569-H2
-138.58588,61.0048,TOSO,4,4,YTHEMP-SEM-288569-H3
-138.5604,61.002602,TOSO,3,3,YTHEMP-SEM-288569-L4
-138.586714,61.023024,TOSO,2,2,YTHEMP-SEM-288569-S1
-138.58052,61.02552,TOSO,4,4,YTHEMP-SEM-288569-T1
-134.61851,60.06183,TOSO,1,1,YTHEMP-YSH-243244-H3
-134.61334,60.05665,TOSO,2,2,YTHEMP-YSH-243244-S2
-134.61755,60.05494,TOSO,1,1,YTHEMP-YSH-243244-S4
-135.12992,60.20769,TOSO,8,7,YTHEMP-YSH-248916-S2
-135.14116,60.2117,TOSO,3,3,YTHEMP-YSH-248916-T1
-135.160105,60.207359,TOSO,1,1,YTHEMP-YSH-248916-T4
-135.02671,60.22342,TOSO,1,1,YTHEMP-YSH-248917-S1
-135.036602,60.217984,TOSO,1,1,YTHEMP-YSH-248917-S2
-135.02658,60.21699,TOSO,2,2,YTHEMP-YSH-248917-S3
-135.096217,60.219478,TOSO,7,6,YTHEMP-YSH-249486-H1
-135.041568,60.212487,TOSO,12,10,YTHEMP-YSH-249486-S4
-135.064911,60.233607,TOSO,1,1,YTHEMP-YSH-249486-T1
-134.703956,60.221792,TOSO,2,2,YTHEMP-YSL-247779-H2
-134.715703,60.235078,TOSO,2,2,YTHEMP-YSL-247779-H3
-134.710111,60.232478,TOSO,1,1,YTHEMP-YSL-247779-H4
-134.700055,60.243445,TOSO,1,1,YTHEMP-YSL-248350-S2
-134.70241,60.24101,TOSO,1,1,YTHEMP-YSL-248350-S3
-134.70311,60.23836,TOSO,1,1,YTHEMP-YSL-248350-S4
-134.801844,60.452078,TOSO,3,2,YTHEMP-YSL-254064-H1
-134.784933,60.444289,TOSO,3,3,YTHEMP-YSL-254064-H2
-134.75175,60.44609,TOSO,7,6,YTHEMP-YSL-254064-S5
-134.74905,60.44973,TOSO,5,5,YTHEMP-YSL-254641-S1
-134.74318,60.45095,TOSO,4,4,YTHEMP-YSL-254641-S2
-134.74604,60.45328,TOSO,7,6,YTHEMP-YSL-254641-S4
-134.73916,60.45613,TOSO,9,9,YTHEMP-YSL-254641-T3
-135.0445,60.555394,TOSO,1,1,YTHEMP-YSL-258111-T2
-135.050617,60.563366,TOSO,1,1,YTHEMP-YSL-259270-T1
-135.278722,60.607195,TOSO,1,1,YTHEMP-YSL-261023-H1
-135.2852,60.61791,TOSO,2,2,YTHEMP-YSL-261023-S6
-135.27908,60.61664,TOSO,3,3,YTHEMP-YSL-261023-S7
-135.27446,60.61517,TOSO,1,1,YTHEMP-YSL-261023-S8
-135.279922,60.620659,TOSO,3,3,YTHEMP-YSL-261611-S3
-135.479968,60.764568,TOSO,4,4,YTHEMP-YSL-266343-H1
-135.490435,60.758931,TOSO,8,6,YTHEMP-YSL-266343-H2
-135.501419,60.758676,TOSO,2,2,YTHEMP-YSL-266343-H3
-135.480226,60.767259,TOSO,10,6,YTHEMP-YSL-266343-H4
-135.484684,60.756366,TOSO,8,7,YTHEMP-YSL-266343-L1
-135.479193,60.756492,TOSO,5,5,YTHEMP-YSL-266343-L2
-135.484426,60.753674,TOSO,8,6,YTHEMP-YSL-266343-L3
-135.51371,60.76252,TOSO,4,4,YTHEMP-YSL-266936-S3
-135.52419,60.76116,TOSO,1,1,YTHEMP-YSL-266936-T1
-135.53969,60.76737,TOSO,1,1,YTHEMP-YSL-266936-T2
-135.552167,60.770977,TOSO,1,1,YTHEMP-YSL-266936-T3
-135.54062,60.76579,TOSO,3,2,YTHEMP-YSL-266936-T4
-135.993297,60.824578,TOSO,2,2,YTHEMP-YSL-270495-H1
-135.992083,60.813816,TOSO,6,6,YTHEMP-YSL-270495-L1
-135.9972,60.81638,TOSO,11,10,YTHEMP-YSL-270495-L2
-135.996976,60.808287,TOSO,5,4,YTHEMP-YSL-270495-L4
-135.985927,60.857159,TOSO,1,1,YTHEMP-YSL-271089-S1
-135.981025,60.862688,TOSO,2,2,YTHEMP-YSL-271089-S2
-135.987443,60.870611,TOSO,2,2,YTHEMP-YSL-272275-T1
-136.964837,60.862235,TOSO,18,13,YTHEMP-YSL-275865-H1
-136.959722,60.865112,TOSO,9,7,YTHEMP-YSL-275865-H2
-136.96011,60.8678,TOSO,9,5,YTHEMP-YSL-275865-H5
-136.96639,60.872985,TOSO,2,2,YTHEMP-YSL-277072-H4
-134.5882,60.06024,TOSO,1,1,YTHEMP-BMP-242679-L4
-138.59494,61.02057,TOSO,1,1,YTHEMP-SEM-288569-H4
-138.58936,61.02701,TOSO,2,2,YTHEMP-SEM-289781-S3
-134.60435,60.05897,TOSO,2,2,YTHEMP-YSH-243244-H1
-135.132893,60.205228,TOSO,3,3,YTHEMP-YSH-248916-S1
-135.090597,60.216894,TOSO,6,4,YTHEMP-YSH-249486-H2
-134.74057,60.45359,TOSO,1,1,YTHEMP-YSL-254641-S3
-135.060212,60.546989,TOSO,2,2,YTHEMP-YSL-258111-S1
-135.974913,60.857455,TOSO,7,7,YTHEMP-YSL-271089-S3
-138.59555,61.02762,TOSO,3,3,YTHEMP-SEM-289781-S4
-136.966002,60.870298,TOSO,5,5,YTHEMP-YSL-277072-H3
-135.112416,60.219145,TOSO,2,2,YTHEMP-YSH-249486-H4
-134.609572,60.058497,TOSO,1,1,YTHEMP-YSH-243244-H2
-135.117593,60.21634,TOSO,1,1,YTHEMP-YSH-248916-H1
-135.053917,60.603763,TOSO,2,2,YTHEMP-YSL-259852-D11
-135.518679,60.766367,TOSO,1,1,YTHEMP-YSL-266936-D7
-135.500899,60.753293,TOSO,4,3,YTHEMP-YSL-266343-D17
-135.52344,60.76774,TOSO,1,1,YTHEMP-YSL-266936-S2A
-135.5384,60.76456,TOSO,1,1,YTHEMP-YSL-266936-T4A
-134.614686,60.050077,TOSO,3,3,YTHEMP-BMP-242114-D12
-134.61334,60.05665,TOSO,4,4,YTHEMP-YSH-243244-H4
-138.515476,61.029043,TOSO,2,2,YTHEMP-SEM-289176-D16
-138.514425,61.023679,TOSO,2,2,YTHEMP-SEM-289176-D21
-138.58084,61.00264,TOSO,1,1,YTHEMP-SEM-288569-L2
-138.59494,61.02057,TOSO,2,2,YTHEMP-SEM-288569-S5
-138.56729,61.02359,TOSO,1,1,YTHEMP-SEM-288569-T4
-138.57347,61.02391,TOSO,1,1,YTHEMP-SEM-288569-T5
-135.079798,60.217113,TOSO,2,1,YTHEMP-YSH-249486-D8
-135.07396,60.211834,TOSO,3,3,YTHEMP-YSH-249486-D11
-134.731112,60.453331,TOSO,3,3,YTHEMP-YSL-254641-D10
-134.762981,60.441982,TOSO,5,5,YTHEMP-YSL-254064-D19
-134.77425,60.447177,TOSO,2,2,YTHEMP-YSL-254064-H3
-134.757154,60.436689,TOSO,1,1,YTHEMP-YSL-254064-H4
-134.812726,60.451882,TOSO,1,1,YTHEMP-YSL-254064-L2
-134.73641,60.46164,TOSO,6,5,YTHEMP-YSL-254641-T1
-134.74057,60.45359,TOSO,5,5,YTHEMP-YSL-254641-T4
-136.949102,60.868178,TOSO,1,1,YTHEMP-YSL-275865-D15
-136.963285,60.851484,TOSO,3,3,YTHEMP-YSL-275865-L3
-136.986068,60.856099,TOSO,2,2,YTHEMP-YSL-275865-L4
-136.95404,60.87256,TOSO,2,2,YTHEMP-YSL-277072-S2
-136.94666,60.87388,TOSO,2,2,YTHEMP-YSL-277072-S3
-137.07975,60.448614,TOSO,1,1,YTHEMP-RUR-265140-D16
-137.08186,60.45128,TOSO,4,4,YTHEMP-RUR-265140-H4A
-137.09647,60.44474,TOSO,3,3,YTHEMP-RUR-265140-T1
-137.10564,60.44765,TOSO,6,6,YTHEMP-RUR-265140-T2
-135.971216,60.873745,TOSO,2,1,YTHEMP-YSL-272275-D5
-137.085535,60.447143,TOSO,1,1,YTHEMP-RUR-265140-S4A
-135.489917,60.753547,TOSO,6,5,YTHEMP-YSL-266343-D16
-135.501159,60.755984,TOSO,5,4,YTHEMP-YSL-266343-D18
-135.999406,60.829811,TOSO,1,1,YTHEMP-YSL-270495-D11
-135.97891,60.84386,TOSO,2,2,YTHEMP-YSL-271089-H2
-135.102061,60.224756,TOSO,4,4,YTHEMP-YSH-249486-H3
-134.731304,60.46147,TOSO,3,2,YTHEMP-YSL-254641-D7A
-135.50805,60.76292,TOSO,2,2,YTHEMP-YSL-266343-H3A
-135.501419,60.758676,TOSO,3,3,YTHEMP-YSL-266343-S1A
-137.07626,60.45112,TOSO,1,1,YTHEMP-RUR-265140-H5
-137.085535,60.447143,TOSO,2,2,YTHEMP-RUR-265140-S7
-137.101955,60.444657,TOSO,2,2,YTHEMP-RUR-265140-T4
-137.107999,60.444786,TOSO,3,2,YTHEMP-RUR-265140-T5
-137.113692,60.446223,TOSO,1,1,YTHEMP-RUR-265140-T6
-138.5914,61.01249,TOSO,1,1,YTHEMP-SEM-288569-H1
-138.50721,61.033516,TOSO,1,1,YTHEMP-SEM-289176-H7
-138.503524,61.03655,TOSO,1,1,YTHEMP-SEM-289176-L3
-135.07396,60.211834,TOSO,1,1,YTHEMP-YSH-249486-H7
-135.123236,60.235149,TOSO,1,1,YTHEMP-YSH-250056-L7
-136.958378,60.870649,TOSO,3,3,YTHEMP-YSL-275865-S6
-134.762981,60.441982,TOSO,4,4,YTHEMP-YSL-254064-H5
-134.75466,60.443306,TOSO,4,4,YTHEMP-YSL-254064-S7
-134.742415,60.461312,TOSO,3,3,YTHEMP-YSL-254641-T6
-134.614686,60.050077,TOSO,1,1,YTHEMP-BMP-242114-S7
-138.514425,61.023679,TOSO,1,1,YTHEMP-SEM-289176-H6